%  columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=1068068, Thu Aug 17 17:07:08 2017
74 888 -0.308758658029 -5.36111392078e-05 0.000963849153258 0.24671295399 0.612558428213 0.702706469616 0.773505932609 0.780840847323 0.808649951364 0.821786484759 0.870471014017 0.885927078956 0.904364961061 0.931044207457 0.974022928805 0.988566459127 1.01530695695 1.0304441259 1.06824887784 1.08109960637 1.17490704943 1.31072956557 1.34451204005 1.460029947
75 900 -0.318294968893 -0.000178747646656 0.000359624022459 0.245474801717 0.612558428213 0.702706469616 0.773505932609 0.780840847323 0.808649951364 0.821786484759 0.870471014017 0.885927078956 0.904364961061 0.931044207457 0.974022928805 0.988566459127 1.01530695695 1.0304441259 1.06824887784 1.08109960637 1.17490704943 1.31072956557 1.34451204005 1.460029947
76 912 -0.329079816875 -0.000143078515317 0.00282021970617 0.233568672184 0.597300018721 0.700635110486 0.762639085128 0.782423273208 0.810644165053 0.81448560053 0.874660763106 0.880551228124 0.905462361804 0.926852772574 0.971057157772 0.993754394805 1.02614431523 1.04519934497 1.06352261116 1.10736376816 1.17859769544 1.30699243388 1.34118867712 1.44545164234
77 924 -0.328487098859 -0.00108216020754 0.00129749633084 0.239436817064 0.597300018721 0.700635110486 0.762639085128 0.782423273208 0.810644165053 0.81448560053 0.874660763106 0.880551228124 0.905462361804 0.926852772574 0.971057157772 0.993754394805 1.02614431523 1.04519934497 1.06352261116 1.10736376816 1.17859769544 1.30699243388 1.34118867712 1.44545164234
78 936 -0.328959841483 -0.000218572052962 0.000165842736372 0.243539092901 0.588838925616 0.7000902179 0.776133103335 0.779372527888 0.807635574765 0.820132779385 0.87496472769 0.887769074089 0.905189436602 0.930935082426 0.966537512102 0.997818896219 1.02721438083 1.04090206854 1.06035878511 1.12350557416 1.17844363535 1.28743199477 1.34868653529 1.43821583088
79 948 -0.330105071444 -0.00107825427473 0.000232534934834 0.240906465459 0.588838925616 0.7000902179 0.776133103335 0.779372527888 0.807635574765 0.820132779385 0.87496472769 0.887769074089 0.905189436602 0.930935082426 0.966537512102 0.997818896219 1.02721438083 1.04090206854 1.06035878511 1.12350557416 1.17844363535 1.28743199477 1.34868653529 1.43821583088
80 960 -0.329489808786 -7.03048416723e-05 0.000773409867064 0.248016310597 0.575555798381 0.708502177552 0.768785124773 0.783844292729 0.802454634047 0.813478553647 0.87657649778 0.893692845877 0.899680138378 0.932895204373 0.962292078948 0.991827739534 1.02839920227 1.04852908889 1.06886319821 1.1338046297 1.17335005768 1.28807925383 1.34248937644 1.44081285109
81 972 -0.343476866491 -0.000496679365539 0.00182629316741 0.250208657815 0.575555798381 0.708502177552 0.768785124773 0.783844292729 0.802454634047 0.813478553647 0.87657649778 0.893692845877 0.899680138378 0.932895204373 0.962292078948 0.991827739534 1.02839920227 1.04852908889 1.06886319821 1.1338046297 1.17335005768 1.28807925383 1.34248937644 1.44081285109
82 984 -0.343467721671 -0.00123612394343 0.00215161361676 0.251751395186 0.564817790824 0.702650558843 0.766707646372 0.787020755316 0.807737422215 0.815936309008 0.870663076973 0.890359728696 0.895613252111 0.932071366015 0.949516302508 0.996312326327 1.02321336372 1.04585315884 1.0712430214 1.12939884348 1.1826818499 1.2968508417 1.34775419278 1.4439726917
83 996 -0.345872218251 -0.00099943948065 0.000201939806285 0.258996497134 0.564817790824 0.702650558843 0.766707646372 0.787020755316 0.807737422215 0.815936309008 0.870663076973 0.890359728696 0.895613252111 0.932071366015 0.949516302508 0.996312326327 1.02321336372 1.04585315884 1.0712430214 1.12939884348 1.1826818499 1.2968508417 1.34775419278 1.4439726917
84 1008 -0.364389420122 -0.000682797103298 0.00139509150702 0.258091576691 0.553829890362 0.692416103663 0.759861049916 0.782849174612 0.795935759208 0.806528495914 0.885216982416 0.886658818763 0.898349563848 0.924978786926 0.943622582275 0.993634676445 1.01868306974 1.04600675064 1.06252770127 1.12945488512 1.19289787304 1.29041767439 1.36944213405 1.45925701925
85 1020 -0.362807030931 -0.00139716651293 0.000299047711187 0.261922500808 0.553829890362 0.692416103663 0.759861049916 0.782849174612 0.795935759208 0.806528495914 0.885216982416 0.886658818763 0.898349563848 0.924978786926 0.943622582275 0.993634676445 1.01868306974 1.04600675064 1.06252770127 1.12945488512 1.19289787304 1.29041767439 1.36944213405 1.45925701925
86 1032 -0.369372303195 -0.00249473567758 0.00175298328792 0.268618709818 0.54020922999 0.684990414678 0.761895202671 0.775206743284 0.800033097103 0.803914354656 0.87959626931 0.884894097959 0.903643536563 0.926035974012 0.935091613288 1.00367446248 1.01396934962 1.05364763792 1.06851279431 1.12823785685 1.19352669276 1.29069453095 1.37679329038 1.45591735892
87 1044 -0.368409852481 -0.000358565237078 0.00218979655285 0.258798160075 0.54020922999 0.684990414678 0.761895202671 0.775206743284 0.800033097103 0.803914354656 0.87959626931 0.884894097959 0.903643536563 0.926035974012 0.935091613288 1.00367446248 1.01396934962 1.05364763792 1.06851279431 1.12823785685 1.19352669276 1.29069453095 1.37679329038 1.45591735892
88 1056 -0.369686447198 -0.00078553438685 0.000618462299658 0.261271535084 0.520987658443 0.68980768655 0.75625114664 0.767214052926 0.79531512522 0.804494846104 0.876159583744 0.887635492466 0.909280239156 0.926341393582 0.960049344426 1.00112490445 1.01186408154 1.05672233234 1.06759603798 1.1322648939 1.18447453454 1.28529611938 1.38198328584 1.45633404134
89 1068 -0.354455779735 -0.00585975466378 0.00322004804702 0.248516820525 0.520987658443 0.68980768655 0.75625114664 0.767214052926 0.79531512522 0.804494846104 0.876159583744 0.887635492466 0.909280239156 0.926341393582 0.960049344426 1.00112490445 1.01186408154 1.05672233234 1.06759603798 1.1322648939 1.18447453454 1.28529611938 1.38198328584 1.45633404134
90 1080 -0.368117971178 -0.00274276761773 0.00216790827657 0.24175088528 0.50953964213 0.679627638723 0.752235738351 0.75952332528 0.786481698384 0.80390571261 0.870798455313 0.885599405856 0.897406401773 0.931798642983 0.955484009352 0.989439024067 1.01734033004 1.04544928769 1.09372901512 1.12270534883 1.18115209046 1.29775254879 1.37747085907 1.48373079202
91 1092 -0.376220573175 -0.00213896773464 0.00261000374579 0.250638440567 0.50953964213 0.679627638723 0.752235738351 0.75952332528 0.786481698384 0.80390571261 0.870798455313 0.885599405856 0.897406401773 0.931798642983 0.955484009352 0.989439024067 1.01734033004 1.04544928769 1.09372901512 1.12270534883 1.18115209046 1.29775254879 1.37747085907 1.48373079202
92 1104 -0.372032841225 -0.00081090974476 9.31610162554e-05 0.263260339031 0.49584593087 0.670013787241 0.731469424315 0.752699663089 0.780199320234 0.79471277044 0.860549361662 0.878660558194 0.896095936117 0.931939382452 0.939988445823 0.990270970478 1.01419939845 1.03434299582 1.10996616259 1.12122874903 1.17625507276 1.29687385956 1.37919168776 1.53615074734
93 1116 -0.370263794273 -0.000390586843838 0.00380334251779 0.269179029551 0.49584593087 0.670013787241 0.731469424315 0.752699663089 0.780199320234 0.79471277044 0.860549361662 0.878660558194 0.896095936117 0.931939382452 0.939988445823 0.990270970478 1.01419939845 1.03434299582 1.10996616259 1.12122874903 1.17625507276 1.29687385956 1.37919168776 1.53615074734
94 1128 -0.376539356232 -7.72148075807e-05 0.00182476043325 0.256870648941 0.485344875297 0.664555786417 0.718487342215 0.753474980316 0.770472188428 0.792048875924 0.848028048159 0.877093301454 0.901464195391 0.933309556105 0.93935478362 0.983202039485 1.01466561631 1.03082091603 1.09830512048 1.10964594018 1.19264885729 1.31134807809 1.38907405857 1.54769767104
95 1140 -0.387926606797 -0.000140835296143 0.00590046956468 0.263510299735 0.485344875297 0.664555786417 0.718487342215 0.753474980316 0.770472188428 0.792048875924 0.848028048159 0.877093301454 0.901464195391 0.933309556105 0.93935478362 0.983202039485 1.01466561631 1.03082091603 1.09830512048 1.10964594018 1.19264885729 1.31134807809 1.38907405857 1.54769767104
96 1152 -0.400125201178 -0.00386186346135 0.00475669376596 0.261036919828 0.463688711875 0.664108852303 0.701602844252 0.755598272706 0.773907620237 0.795488951485 0.851910488401 0.867209472338 0.89688578119 0.92477664387 0.949672172845 0.978244701585 1.01347481205 1.02797894799 1.10508764915 1.11038825479 1.21183547862 1.30200161865 1.38063931362 1.56358899626
97 1164 -0.402990221578 -0.00328468763444 0.00294799530168 0.25754132737 0.463688711875 0.664108852303 0.701602844252 0.755598272706 0.773907620237 0.795488951485 0.851910488401 0.867209472338 0.89688578119 0.92477664387 0.949672172845 0.978244701585 1.01347481205 1.02797894799 1.10508764915 1.11038825479 1.21183547862 1.30200161865 1.38063931362 1.56358899626
98 1176 -0.409980394911 -0.000944530422531 0.00111774621084 0.265121293192 0.445512861499 0.666934922383 0.700984326891 0.739208642912 0.765917352314 0.797440164999 0.850745232782 0.863113596576 0.890146526579 0.924420943511 0.961132895787 0.979816108049 0.999364293831 1.00745037834 1.0993112961 1.10159633279 1.20849268004 1.29347051018 1.37800097054 1.62136106149
99 1188 -0.411451745829 -0.00519009164549 0.00470864563578 0.262458557065 0.445512861499 0.666934922383 0.700984326891 0.739208642912 0.765917352314 0.797440164999 0.850745232782 0.863113596576 0.890146526579 0.924420943511 0.961132895787 0.979816108049 0.999364293831 1.00745037834 1.0993112961 1.10159633279 1.20849268004 1.29347051018 1.37800097054 1.62136106149
100 1200 -0.418728717277 -0.00393223897635 0.00390199384451 0.283002108694 0.43855497866 0.652800688181 0.695131389269 0.733126888231 0.765408863094 0.793180676987 0.846768201218 0.861507368077 0.899039700001 0.920638388272 0.966117517231 0.972563878227 0.988832194149 1.01738719543 1.07971738858 1.09497572809 1.20909830996 1.29578211166 1.39866924478 1.63604906008
101 1212 -0.434322543693 -0.000953065828117 0.00172813639864 0.286883023505 0.43855497866 0.652800688181 0.695131389269 0.733126888231 0.765408863094 0.793180676987 0.846768201218 0.861507368077 0.899039700001 0.920638388272 0.966117517231 0.972563878227 0.988832194149 1.01738719543 1.07971738858 1.09497572809 1.20909830996 1.29578211166 1.39866924478 1.63604906008
102 1224 -0.43496403413 -0.00142609169849 0.00946956052323 0.29022307238 0.425056893625 0.644924820465 0.688107671309 0.725673777032 0.777557802504 0.788024074613 0.833717813984 0.84271066533 0.881796844017 0.914002489608 0.95801771101 0.962582586588 0.981521845824 1.01991472555 1.08879777982 1.11055605445 1.19948450276 1.30026630532 1.41174759089 1.66440276016
103 1236 -0.439552088617 -0.00303368288897 0.0026082310593 0.283169474667 0.425056893625 0.644924820465 0.688107671309 0.725673777032 0.777557802504 0.788024074613 0.833717813984 0.84271066533 0.881796844017 0.914002489608 0.95801771101 0.962582586588 0.981521845824 1.01991472555 1.08879777982 1.11055605445 1.19948450276 1.30026630532 1.41174759089 1.66440276016
104 1248 -0.444333620122 -0.000400951285902 0.00275807823914 0.294155956544 0.414514374242 0.637551751042 0.68615715124 0.726559804427 0.772880482793 0.798067728092 0.836095409713 0.845427852585 0.880117734544 0.909072471704 0.955525059955 0.963404159868 0.975601734562 1.01176713174 1.09736499766 1.12917410622 1.19028791512 1.2905613457 1.39930110519 1.68453433325
105 1260 -0.446467434197 -0.00225855539435 0.00240198254137 0.307957805379 0.414514374242 0.637551751042 0.68615715124 0.726559804427 0.772880482793 0.798067728092 0.836095409713 0.845427852585 0.880117734544 0.909072471704 0.955525059955 0.963404159868 0.975601734562 1.01176713174 1.09736499766 1.12917410622 1.19028791512 1.2905613457 1.39930110519 1.68453433325
106 1272 -0.455031041051 -0.00225801425704 0.00169515645833 0.302884729245 0.40671410546 0.630397365183 0.683820730905 0.717966804088 0.769793638526 0.802766159577 0.827179455604 0.845431112683 0.874233397492 0.926187611686 0.952544909325 0.960109641175 0.983022887621 1.02222492887 1.09519923308 1.12310317633 1.17939649302 1.28482880617 1.40306630822 1.69834752898
107 1284 -0.465866469228 -0.00405761295662 0.000499782343584 0.301012174645 0.40671410546 0.630397365183 0.683820730905 0.717966804088 0.769793638526 0.802766159577 0.827179455604 0.845431112683 0.874233397492 0.926187611686 0.952544909325 0.960109641175 0.983022887621 1.02222492887 1.09519923308 1.12310317633 1.17939649302 1.28482880617 1.40306630822 1.69834752898
108 1296 -0.474437451805 -0.000363097658833 0.00133825019305 0.295585659547 0.392038036016 0.624200004455 0.686968731294 0.714615456589 0.766708216806 0.795454397409 0.812427816404 0.841846773689 0.884390964888 0.936229535324 0.957417762643 0.961164756133 0.967687639564 1.02566635172 1.10236603077 1.11877958849 1.18208540243 1.27999191762 1.41427773322 1.70129637216
109 1308 -0.483493301251 -0.00080503643428 0.00409853312777 0.297772262135 0.392038036016 0.624200004455 0.686968731294 0.714615456589 0.766708216806 0.795454397409 0.812427816404 0.841846773689 0.884390964888 0.936229535324 0.957417762643 0.961164756133 0.967687639564 1.02566635172 1.10236603077 1.11877958849 1.18208540243 1.27999191762 1.41427773322 1.70129637216
110 1320 -0.482679988609 -0.000179162884855 0.0124535729554 0.309559991241 0.385890414415 0.626866181903 0.669272872995 0.708711540268 0.765241931574 0.797234386211 0.805296096072 0.836397502259 0.877484396907 0.931923098225 0.943012616428 0.964005866839 0.977623900472 1.02329858508 1.09751734753 1.12068200473 1.18365981977 1.27313983604 1.43238313842 1.71599272105
111 1332 -0.490444903715 -0.000358856609998 0.00407748053084 0.304151743953 0.385890414415 0.626866181903 0.669272872995 0.708711540268 0.765241931574 0.797234386211 0.805296096072 0.836397502259 0.877484396907 0.931923098225 0.943012616428 0.964005866839 0.977623900472 1.02329858508 1.09751734753 1.12068200473 1.18365981977 1.27313983604 1.43238313842 1.71599272105
112 1344 -0.488201158539 -0.00131615879643 0.00505458454611 0.301708517181 0.374526498739 0.622239414705 0.66775746161 0.699769731479 0.77699918335 0.801322437337 0.807748127758 0.832906992074 0.873324484434 0.916387667702 0.936143341048 0.967336844913 0.979142604619 1.02629850938 1.10002124008 1.12234734641 1.17234435712 1.29702459163 1.42608127931 1.71996390387
113 1356 -0.482874882351 -0.00285028859675 0.00164555342671 0.310850564119 0.374526498739 0.622239414705 0.66775746161 0.699769731479 0.77699918335 0.801322437337 0.807748127758 0.832906992074 0.873324484434 0.916387667702 0.936143341048 0.967336844913 0.979142604619 1.02629850938 1.10002124008 1.12234734641 1.17234435712 1.29702459163 1.42608127931 1.71996390387
114 1368 -0.487443372594 -0.00516920981537 0.00706405700978 0.302466727879 0.365657095846 0.62158775543 0.669104805415 0.702131279925 0.773469802453 0.797434535491 0.808041052621 0.837937230553 0.87910003224 0.906680619009 0.936456155067 0.967892482876 0.97815513367 1.01169831816 1.09996217624 1.15157603083 1.17595790043 1.30455685659 1.43680102281 1.69583224564
115 1380 -0.494082921006 -0.00357736344089 0.00279035497713 0.304388273606 0.365657095846 0.62158775543 0.669104805415 0.702131279925 0.773469802453 0.797434535491 0.808041052621 0.837937230553 0.87910003224 0.906680619009 0.936456155067 0.967892482876 0.97815513367 1.01169831816 1.09996217624 1.15157603083 1.17595790043 1.30455685659 1.43680102281 1.69583224564
116 1392 -0.512734724909 -0.000739720208052 0.00206246630185 0.296255167514 0.359599363578 0.604322494561 0.662249980524 0.700475623967 0.770064052255 0.788611175142 0.814481496108 0.828272015283 0.884656721095 0.899910259037 0.942079474972 0.968329525881 0.975245215553 1.01025788261 1.10101133587 1.15265943925 1.18545785877 1.30375023027 1.44074115869 1.70320426546
117 1404 -0.513641096112 -0.00117182454431 0.00110049696956 0.298522650154 0.359599363578 0.604322494561 0.662249980524 0.700475623967 0.770064052255 0.788611175142 0.814481496108 0.828272015283 0.884656721095 0.899910259037 0.942079474972 0.968329525881 0.975245215553 1.01025788261 1.10101133587 1.15265943925 1.18545785877 1.30375023027 1.44074115869 1.70320426546
118 1416 -0.519054182282 -0.00114054129743 0.000426822344836 0.301072329667 0.357698424622 0.596848840253 0.665711765726 0.696828822035 0.757935143874 0.792515862256 0.818287562318 0.828807910857 0.869635740078 0.904150038172 0.94646017485 0.964521096359 0.990893944407 1.01686094203 1.09785712809 1.15646177798 1.18604412417 1.30526719198 1.44209254126 1.69692370135
119 1428 -0.521851439351 -0.000508927269232 0.0016048717202 0.294020284863 0.357698424622 0.596848840253 0.665711765726 0.696828822035 0.757935143874 0.792515862256 0.818287562318 0.828807910857 0.869635740078 0.904150038172 0.94646017485 0.964521096359 0.990893944407 1.01686094203 1.09785712809 1.15646177798 1.18604412417 1.30526719198 1.44209254126 1.69692370135
120 1440 -0.524197713233 -0.00300728417558 0.000331063633498 0.291322824898 0.345532633329 0.602837501174 0.664019746398 0.69071435201 0.760704621326 0.79037136028 0.80693355376 0.831406788547 0.871148242499 0.904545981225 0.954609639658 0.974871675689 0.989679457063 1.0190514849 1.09003583695 1.16648643561 1.19164638046 1.29612702643 1.43545671852 1.6992317992
121 1452 -0.522941969675 -0.00042730672558 0.000504327935138 0.302722103704 0.345532633329 0.602837501174 0.664019746398 0.69071435201 0.760704621326 0.79037136028 0.80693355376 0.831406788547 0.871148242499 0.904545981225 0.954609639658 0.974871675689 0.989679457063 1.0190514849 1.09003583695 1.16648643561 1.19164638046 1.29612702643 1.43545671852 1.6992317992
122 1464 -0.529256580708 -0.00225689890213 0.00123044712844 0.31295447951 0.341119066556 0.601037908157 0.664948855505 0.693557706399 0.759652907671 0.779713465488 0.805130614854 0.827477914008 0.881351396455 0.90716285113 0.955758386033 0.974871013112 0.983136202353 1.01944471281 1.08797281209 1.15807751188 1.20474111676 1.30861496806 1.42804385483 1.69818219857
123 1476 -0.525452330708 -0.00238997692153 0.00233271177886 0.304182949112 0.341119066556 0.601037908157 0.664948855505 0.693557706399 0.759652907671 0.779713465488 0.805130614854 0.827477914008 0.881351396455 0.90716285113 0.955758386033 0.974871013112 0.983136202353 1.01944471281 1.08797281209 1.15807751188 1.20474111676 1.30861496806 1.42804385483 1.69818219857
124 1488 -0.519700525448 -0.00247582236146 0.000698901846892 0.289047086231 0.327228675393 0.583647639076 0.671183926092 0.69335104233 0.754813889114 0.776985084652 0.811620535199 0.832364457806 0.876518588879 0.905706311713 0.954452834496 0.976755568279 0.984419442802 1.01023136395 1.10166271738 1.15569608723 1.2161143381 1.30363206073 1.43256980141 1.69494379404
125 1500 -0.528180256491 -0.00101764523809 0.00648688065217 0.277518189857 0.327228675393 0.583647639076 0.671183926092 0.69335104233 0.754813889114 0.776985084652 0.811620535199 0.832364457806 0.876518588879 0.905706311713 0.954452834496 0.976755568279 0.984419442802 1.01023136395 1.10166271738 1.15569608723 1.2161143381 1.30363206073 1.43256980141 1.69494379404
126 1512 -0.535977623436 -0.00130888916228 0.00290050065104 0.277979408548 0.31508892966 0.57848621397 0.66782161908 0.692004769737 0.753034987861 0.77408513023 0.806322113891 0.825452745617 0.871946703772 0.892107897035 0.961643891049 0.974328000143 0.987861430259 1.01863782652 1.09955737275 1.15493389073 1.23105519992 1.29914552175 1.4275904859 1.70748797375
127 1524 -0.5262864306 -0.00180922582615 0.000925094688562 0.280130487448 0.31508892966 0.57848621397 0.66782161908 0.692004769737 0.753034987861 0.77408513023 0.806322113891 0.825452745617 0.871946703772 0.892107897035 0.961643891049 0.974328000143 0.987861430259 1.01863782652 1.09955737275 1.15493389073 1.23105519992 1.29914552175 1.4275904859 1.70748797375
128 1536 -0.523282983634 -0.000490188206316 0.00346438509344 0.278067147793 0.313319371991 0.577485202206 0.661362458397 0.69642594787 0.756793403206 0.765589498547 0.800121689347 0.817104600255 0.868937302446 0.897489812443 0.955585162454 0.972338479685 0.98672470853 1.02220437574 1.09789900299 1.1466653437 1.24517809864 1.31247829999 1.43880065971 1.69650314391
129 1548 -0.524076852504 -0.000322390359311 0.00152551290194 0.277020615548 0.313319371991 0.577485202206 0.661362458397 0.69642594787 0.756793403206 0.765589498547 0.800121689347 0.817104600255 0.868937302446 0.897489812443 0.955585162454 0.972338479685 0.98672470853 1.02220437574 1.09789900299 1.1466653437 1.24517809864 1.31247829999 1.43880065971 1.69650314391
130 1560 -0.530673105199 -0.000461889255018 0.00123050825499 0.275170579506 0.306603338851 0.57462828752 0.661712331847 0.698178818061 0.745427429111 0.755454403347 0.79304056859 0.814039582946 0.85955117713 0.899108528048 0.953445183874 0.967647812443 0.990422854221 1.02114467854 1.09326934438 1.13738738469 1.24103426323 1.33281739998 1.45630819988 1.69998371611
131 1572 -0.529925993905 -3.38566830338e-05 0.00442176712806 0.2837979482 0.306603338851 0.57462828752 0.661712331847 0.698178818061 0.745427429111 0.755454403347 0.79304056859 0.814039582946 0.85955117713 0.899108528048 0.953445183874 0.967647812443 0.990422854221 1.02114467854 1.09326934438 1.13738738469 1.24103426323 1.33281739998 1.45630819988 1.69998371611
132 1584 -0.533563970797 -0.00101846544474 0.000970749695148 0.280967801018 0.299691166865 0.567090155071 0.654039827884 0.694257762301 0.737803975437 0.753047141571 0.789442970158 0.826771005763 0.858541272296 0.892077343686 0.950943376063 0.957633895939 0.988877380242 1.03634982172 1.10332388739 1.12949808598 1.23819177272 1.33285377348 1.4725711483 1.69802913615
133 1596 -0.53348861008 -0.00256179886572 0.000436832830691 0.287160625668 0.299691166865 0.567090155071 0.654039827884 0.694257762301 0.737803975437 0.753047141571 0.789442970158 0.826771005763 0.858541272296 0.892077343686 0.950943376063 0.957633895939 0.988877380242 1.03634982172 1.10332388739 1.12949808598 1.23819177272 1.33285377348 1.4725711483 1.69802913615
134 1608 -0.535056846735 -0.000656406366583 0.0012213925384 0.282448864879 0.296664580219 0.561069729154 0.638278380914 0.697608102878 0.731878371746 0.753187775579 0.793365282043 0.827026216028 0.868583112877 0.885217259165 0.942702762311 0.948006998337 1.00004198449 1.03931964079 1.09634252394 1.13093597587 1.2370543186 1.34027757401 1.47350541566 1.70359207643
135 1620 -0.555495524887 -0.00154300661766 0.000555063611764 0.301429501849 0.296664580219 0.561069729154 0.638278380914 0.697608102878 0.731878371746 0.753187775579 0.793365282043 0.827026216028 0.868583112877 0.885217259165 0.942702762311 0.948006998337 1.00004198449 1.03931964079 1.09634252394 1.13093597587 1.2370543186 1.34027757401 1.47350541566 1.70359207643
136 1632 -0.576310315169 -0.00184274064019 0.00367756187958 0.304347333451 0.284851100998 0.549744655375 0.626939500821 0.695635432968 0.721382699069 0.737012456838 0.795951081798 0.815331453598 0.86543793119 0.887669341415 0.937243193047 0.946469293058 1.00982715638 1.02162420971 1.08858023292 1.11894345602 1.22684811402 1.35131278098 1.47683792666 1.7475312093
137 1644 -0.580738110493 -0.000728426290139 0.00112247480279 0.302205372687 0.284851100998 0.549744655375 0.626939500821 0.695635432968 0.721382699069 0.737012456838 0.795951081798 0.815331453598 0.86543793119 0.887669341415 0.937243193047 0.946469293058 1.00982715638 1.02162420971 1.08858023292 1.11894345602 1.22684811402 1.35131278098 1.47683792666 1.7475312093
138 1656 -0.58637092713 -0.00106369983114 0.000218008025081 0.310598257639 0.278322820653 0.541270571495 0.618445985022 0.691432418418 0.725958102587 0.729704355087 0.788357899397 0.801566141591 0.872857348814 0.889558304143 0.938056265059 0.951334274088 1.01580684313 1.04328333732 1.07831519356 1.11931788434 1.21466514819 1.36089436829 1.48117490659 1.74644325428
139 1668 -0.589571806136 -0.000163578496009 0.000225324350424 0.308095679531 0.278322820653 0.541270571495 0.618445985022 0.691432418418 0.725958102587 0.729704355087 0.788357899397 0.801566141591 0.872857348814 0.889558304143 0.938056265059 0.951334274088 1.01580684313 1.04328333732 1.07831519356 1.11931788434 1.21466514819 1.36089436829 1.48117490659 1.74644325428
140 1680 -0.602363301938 -0.00112622746624 0.00193285660258 0.323212806487 0.270057938022 0.535949192129 0.616141939483 0.692154454371 0.714231122945 0.727754503174 0.788085300834 0.792148300926 0.868304015943 0.890731164361 0.926912604831 0.959251474319 1.00146718107 1.03948769189 1.07599584807 1.13464330365 1.21163897172 1.35158890357 1.50045852727 1.75818461718
141 1692 -0.604865910364 -0.000537720256262 0.00121598624641 0.331863969899 0.270057938022 0.535949192129 0.616141939483 0.692154454371 0.714231122945 0.727754503174 0.788085300834 0.792148300926 0.868304015943 0.890731164361 0.926912604831 0.959251474319 1.00146718107 1.03948769189 1.07599584807 1.13464330365 1.21163897172 1.35158890357 1.50045852727 1.75818461718
142 1704 -0.602146428716 -0.00129239433591 4.31392719821e-05 0.333257778095 0.265745980835 0.530874040082 0.612883925621 0.693544110389 0.714802359086 0.722817881617 0.78018863822 0.796938850395 0.87246116896 0.884008825273 0.942161885513 0.958708590447 0.999657502348 1.03117970701 1.07620495656 1.14452992821 1.2116048419 1.34590250897 1.50114917391 1.7608393437
143 1716 -0.599665393149 -0.00102905590588 0.00224803579642 0.334921792267 0.265745980835 0.530874040082 0.612883925621 0.693544110389 0.714802359086 0.722817881617 0.78018863822 0.796938850395 0.87246116896 0.884008825273 0.942161885513 0.958708590447 0.999657502348 1.03117970701 1.07620495656 1.14452992821 1.2116048419 1.34590250897 1.50114917391 1.7608393437
144 1728 -0.603329036346 -0.00576538011802 0.00163440126149 0.353322437203 0.261898278375 0.532099188325 0.6058383565 0.696197054849 0.71603548025 0.726317953435 0.763421821892 0.798502471491 0.870160924719 0.888510429946 0.941758561924 0.964417935693 0.999143885987 1.03271255133 1.07950423228 1.14273590007 1.21413210973 1.34423910253 1.51346257208 1.75060581823
145 1740 -0.608092031552 -0.00276915466247 0.00371685218226 0.355011154807 0.261898278375 0.532099188325 0.6058383565 0.696197054849 0.71603548025 0.726317953435 0.763421821892 0.798502471491 0.870160924719 0.888510429946 0.941758561924 0.964417935693 0.999143885987 1.03271255133 1.07950423228 1.14273590007 1.21413210973 1.34423910253 1.51346257208 1.75060581823
146 1752 -0.607808720968 -0.000463293345532 0.00702113305253 0.366625110327 0.258031619357 0.522900874088 0.606921445065 0.689410528457 0.714053993975 0.714995293021 0.767447556937 0.802278731858 0.862421527057 0.884205945325 0.94327913871 0.962261819234 1.00020887831 1.0410061176 1.08334068618 1.14139986453 1.22095912783 1.34282525849 1.53531498128 1.73484177246
147 1764 -0.611613465359 -0.00207132284213 0.00288043125757 0.372713428849 0.258031619357 0.522900874088 0.606921445065 0.689410528457 0.714053993975 0.714995293021 0.767447556937 0.802278731858 0.862421527057 0.884205945325 0.94327913871 0.962261819234 1.00020887831 1.0410061176 1.08334068618 1.14139986453 1.22095912783 1.34282525849 1.53531498128 1.73484177246
148 1776 -0.616972766044 -0.00639665421488 8.4553240674e-05 0.385752147024 0.24947247423 0.518784454097 0.600437947049 0.682616638465 0.702271755219 0.715439401441 0.759651866085 0.805286768184 0.866544988051 0.884175939239 0.94016327114 0.958993122093 0.997841077934 1.04090091905 1.08139042854 1.12404066608 1.22291090838 1.34759881991 1.53259351143 1.76150084541
149 1788 -0.619997166191 -0.0011442322242 0.000329467808688 0.391717857007 0.24947247423 0.518784454097 0.600437947049 0.682616638465 0.702271755219 0.715439401441 0.759651866085 0.805286768184 0.866544988051 0.884175939239 0.94016327114 0.958993122093 0.997841077934 1.04090091905 1.08139042854 1.12404066608 1.22291090838 1.34759881991 1.53259351143 1.76150084541
150 1800 -0.619064437538 -0.00151797990546 0.000768924469304 0.398133949224 0.244392530846 0.507812188494 0.594802471567 0.681544893932 0.701316452467 0.719756352241 0.766487868018 0.819776303527 0.86670158691 0.881599563822 0.937250433511 0.950581585978 0.994633708501 1.02039852014 1.0954218463 1.11330923366 1.22208074011 1.35715379108 1.52086254527 1.77931313254
151 1812 -0.631363765031 -0.00333626639341 0.00027605379785 0.403334397374 0.244392530846 0.507812188494 0.594802471567 0.681544893932 0.701316452467 0.719756352241 0.766487868018 0.819776303527 0.86670158691 0.881599563822 0.937250433511 0.950581585978 0.994633708501 1.02039852014 1.0954218463 1.11330923366 1.22208074011 1.35715379108 1.52086254527 1.77931313254
